Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Vap Pres (kPa),qc,Air Temp (C),qc,Rel Hum (%),qc,Dew Point (C),qc,Wind Speed (m/s),qc,Wind Dir (0-360),qc,Soil Temp (C),qc
152,Camarillo,Central Coast Valleys,8/1/2018,2400,213,0.00, ,0.00, ,0, ,1.8, ,19.3, ,80, ,15.9, ,0.5, ,156, ,23.7, 
152,Camarillo,Central Coast Valleys,8/2/2018,0100,214,0.00, ,0.00, ,0, ,1.8, ,18.8, ,83, ,15.9, ,0.7, ,215, ,23.3, 
152,Camarillo,Central Coast Valleys,8/2/2018,0200,214,0.00, ,0.00, ,0, ,1.8, ,18.7, ,84, ,16.0, ,0.6, ,198, ,22.9, 
152,Camarillo,Central Coast Valleys,8/2/2018,0300,214,0.00, ,0.00, ,0, ,1.8, ,17.8, ,87, ,15.6, ,0.6, ,99, ,22.5, 
152,Camarillo,Central Coast Valleys,8/2/2018,0400,214,0.00, ,0.00, ,0, ,1.8, ,17.2, ,89, ,15.4, ,0.5, ,112, ,22.2, 
152,Camarillo,Central Coast Valleys,8/2/2018,0500,214,0.00, ,0.00, ,0, ,1.7, ,16.9, ,91, ,15.4, ,0.5, ,104, ,21.9, 
152,Camarillo,Central Coast Valleys,8/2/2018,0600,214,0.01, ,0.00, ,23, ,1.8, ,16.7, ,92, ,15.4, ,0.5, ,132, ,21.6, 
152,Camarillo,Central Coast Valleys,8/2/2018,0700,214,0.07, ,0.00, ,98, ,1.8, ,18.5, ,86, ,16.1, ,1.2, ,59, ,21.4, 
152,Camarillo,Central Coast Valleys,8/2/2018,0800,214,0.25, ,0.00, ,392, ,1.9, ,21.5, ,76, ,17.0, ,1.1, ,240, ,21.3, 
152,Camarillo,Central Coast Valleys,8/2/2018,0900,214,0.41, ,0.00, ,597, ,2.0, ,23.4, ,69, ,17.4, ,1.5, ,259, ,21.6, 
152,Camarillo,Central Coast Valleys,8/2/2018,1000,214,0.55, ,0.00, ,764, ,2.0, ,25.3, ,62, ,17.5, ,1.2, ,267, ,22.3, 
152,Camarillo,Central Coast Valleys,8/2/2018,1100,214,0.64, ,0.00, ,875, ,2.2, ,26.5, ,64, ,19.0, ,0.7, ,262, ,23.3, 
152,Camarillo,Central Coast Valleys,8/2/2018,1200,214,0.68, ,0.00, ,933, ,2.2, ,25.8, ,65, ,18.8, ,0.7, ,271, ,24.1, 
152,Camarillo,Central Coast Valleys,8/2/2018,1300,214,0.69, ,0.00, ,934, ,2.1, ,26.9, ,60, ,18.5, ,0.6, ,272, ,25.0, 
152,Camarillo,Central Coast Valleys,8/2/2018,1400,214,0.65, ,0.00, ,878, ,2.1, ,26.4, ,62, ,18.4, ,1.0, ,248, ,26.0, 
152,Camarillo,Central Coast Valleys,8/2/2018,1500,214,0.57, ,0.00, ,770, ,2.1, ,25.9, ,63, ,18.4, ,1.5, ,249, ,27.0, 
152,Camarillo,Central Coast Valleys,8/2/2018,1600,214,0.45, ,0.00, ,615, ,2.1, ,25.3, ,64, ,18.0, ,1.7, ,235, ,27.7, 
152,Camarillo,Central Coast Valleys,8/2/2018,1700,214,0.27, ,0.00, ,371, ,2.0, ,25.0, ,64, ,17.8, ,1.7, ,234, ,28.0,Y
152,Camarillo,Central Coast Valleys,8/2/2018,1800,214,0.15, ,0.00, ,208, ,1.9, ,23.9, ,65, ,16.8, ,1.1, ,238, ,28.0, 
152,Camarillo,Central Coast Valleys,8/2/2018,1900,214,0.04, ,0.00, ,43, ,1.8, ,22.7, ,67, ,16.3, ,1.2, ,236, ,27.5, 
152,Camarillo,Central Coast Valleys,8/2/2018,2000,214,0.00, ,0.00, ,0, ,1.8, ,21.1, ,74, ,16.2, ,1.6, ,228, ,26.7, 
152,Camarillo,Central Coast Valleys,8/2/2018,2100,214,0.00, ,0.00, ,0, ,1.9, ,20.1, ,79, ,16.3, ,1.1, ,227, ,25.9, 
152,Camarillo,Central Coast Valleys,8/2/2018,2200,214,0.00, ,0.00, ,0, ,1.9, ,19.4, ,82, ,16.3, ,0.9, ,231, ,25.2, 
152,Camarillo,Central Coast Valleys,8/2/2018,2300,214,0.00, ,0.00, ,0, ,1.9, ,18.9, ,86, ,16.4, ,1.0, ,220, ,24.6, 
152,Camarillo,Central Coast Valleys,8/2/2018,2400,214,0.00, ,0.00, ,0, ,1.9, ,18.2, ,89, ,16.4, ,0.6, ,143, ,24.0, 
152,Camarillo,Central Coast Valleys,8/3/2018,0100,215,0.00, ,0.00, ,0, ,1.8, ,17.4, ,90, ,15.8, ,0.5, ,160, ,23.5, 
152,Camarillo,Central Coast Valleys,8/3/2018,0200,215,0.00, ,0.00, ,0, ,1.8, ,16.8, ,92, ,15.6, ,0.5, ,46, ,23.1, 
152,Camarillo,Central Coast Valleys,8/3/2018,0300,215,0.00, ,0.00, ,0, ,1.8, ,16.1, ,97, ,15.7, ,0.6, ,147, ,22.6, 
152,Camarillo,Central Coast Valleys,8/3/2018,0400,215,0.00, ,0.00, ,0, ,1.8, ,15.9, ,98, ,15.7, ,0.5, ,82, ,22.2, 
152,Camarillo,Central Coast Valleys,8/3/2018,0500,215,0.00, ,0.00, ,0, ,1.8, ,15.8, ,99, ,15.6, ,0.6, ,78, ,21.8, 
152,Camarillo,Central Coast Valleys,8/3/2018,0600,215,0.00, ,0.00, ,21, ,1.8, ,15.9, ,99, ,15.8, ,0.5, ,98, ,21.4, 
152,Camarillo,Central Coast Valleys,8/3/2018,0700,215,0.05, ,0.00, ,89, ,1.9, ,16.8, ,99, ,16.6, ,0.9, ,128, ,21.1, 
152,Camarillo,Central Coast Valleys,8/3/2018,0800,215,0.24, ,0.00, ,422, ,2.1, ,19.0, ,95, ,18.1, ,0.9, ,232, ,21.0, 
152,Camarillo,Central Coast Valleys,8/3/2018,0900,215,0.41, ,0.00, ,630, ,2.1, ,22.0, ,79, ,18.2, ,1.9, ,238, ,21.3, 
152,Camarillo,Central Coast Valleys,8/3/2018,1000,215,0.55, ,0.00, ,789, ,2.1, ,24.8, ,67, ,18.3, ,2.1, ,265, ,22.1, 
152,Camarillo,Central Coast Valleys,8/3/2018,1100,215,0.64, ,0.00, ,897, ,2.1, ,26.2, ,62, ,18.4, ,1.4, ,252, ,22.9, 
152,Camarillo,Central Coast Valleys,8/3/2018,1200,215,0.69, ,0.00, ,955, ,2.1, ,26.6, ,60, ,18.2, ,0.8, ,251, ,23.7, 
152,Camarillo,Central Coast Valleys,8/3/2018,1300,215,0.69, ,0.00, ,944, ,2.1, ,27.0, ,58, ,18.0, ,0.5, ,258, ,24.4, 
152,Camarillo,Central Coast Valleys,8/3/2018,1400,215,0.65, ,0.00, ,909, ,2.0, ,26.3, ,59, ,17.5, ,1.2, ,238, ,25.2, 
152,Camarillo,Central Coast Valleys,8/3/2018,1500,215,0.56, ,0.00, ,800, ,2.0, ,26.2, ,57, ,17.1, ,1.0, ,241, ,25.9, 
152,Camarillo,Central Coast Valleys,8/3/2018,1600,215,0.46, ,0.00, ,646, ,1.9, ,26.2, ,56, ,16.7, ,1.1, ,257, ,26.6, 
152,Camarillo,Central Coast Valleys,8/3/2018,1700,215,0.26, ,0.00, ,367, ,1.8, ,25.6, ,56, ,16.2, ,0.9, ,247, ,27.1, 
152,Camarillo,Central Coast Valleys,8/3/2018,1800,215,0.15, ,0.00, ,229, ,1.8, ,24.5, ,59, ,15.9, ,0.6, ,243, ,27.2, 
152,Camarillo,Central Coast Valleys,8/3/2018,1900,215,0.03, ,0.00, ,49, ,1.8, ,22.7, ,65, ,15.7, ,0.5, ,246, ,26.9, 
152,Camarillo,Central Coast Valleys,8/3/2018,2000,215,0.00, ,0.00, ,0, ,1.8, ,20.6, ,74, ,15.8, ,1.3, ,225, ,26.2, 
152,Camarillo,Central Coast Valleys,8/3/2018,2100,215,0.00, ,0.00, ,0, ,1.8, ,19.4, ,80, ,15.8, ,0.5, ,138, ,25.3, 
152,Camarillo,Central Coast Valleys,8/3/2018,2200,215,0.00, ,0.00, ,0, ,1.8, ,18.8, ,83, ,15.9, ,0.7, ,224, ,24.6, 
152,Camarillo,Central Coast Valleys,8/3/2018,2300,215,0.00, ,0.00, ,0, ,1.8, ,17.6, ,89, ,15.8, ,0.5, ,94, ,23.9, 
152,Camarillo,Central Coast Valleys,8/3/2018,2400,215,0.00, ,0.00, ,0, ,1.7, ,16.8, ,90, ,15.0, ,0.5, ,150, ,23.3, 
152,Camarillo,Central Coast Valleys,8/4/2018,0100,216,0.00, ,0.00, ,0, ,1.8, ,16.9, ,92, ,15.5, ,0.7, ,209, ,22.8, 
152,Camarillo,Central Coast Valleys,8/4/2018,0200,216,0.00, ,0.00, ,0, ,1.7, ,16.2, ,94, ,15.1, ,0.6, ,78, ,22.3, 
152,Camarillo,Central Coast Valleys,8/4/2018,0300,216,0.00, ,0.00, ,0, ,1.7, ,15.4, ,95, ,14.6, ,0.5, ,147, ,21.9, 
152,Camarillo,Central Coast Valleys,8/4/2018,0400,216,0.00, ,0.00, ,0, ,1.6, ,14.8, ,96, ,14.1, ,0.5, ,107, ,21.5, 
152,Camarillo,Central Coast Valleys,8/4/2018,0500,216,0.00, ,0.00, ,0, ,1.6, ,14.2, ,97, ,13.7, ,0.5, ,56, ,21.1, 
152,Camarillo,Central Coast Valleys,8/4/2018,0600,216,0.00, ,0.00, ,20, ,1.6, ,14.3, ,97, ,13.9, ,0.6, ,82, ,20.7, 
152,Camarillo,Central Coast Valleys,8/4/2018,0700,216,0.05, ,0.00, ,89, ,1.7, ,16.3, ,90, ,14.7, ,0.8, ,126, ,20.4, 
152,Camarillo,Central Coast Valleys,8/4/2018,0800,216,0.26, ,0.00, ,451, ,1.9, ,19.7, ,81, ,16.4, ,1.1, ,286, ,20.3, 
152,Camarillo,Central Coast Valleys,8/4/2018,0900,216,0.40, ,0.00, ,655, ,2.0, ,21.1, ,80, ,17.5, ,1.6, ,269, ,20.6, 
152,Camarillo,Central Coast Valleys,8/4/2018,1000,216,0.54, ,0.00, ,794, ,2.0, ,24.0, ,69, ,17.8, ,1.9, ,247, ,21.5, 
152,Camarillo,Central Coast Valleys,8/4/2018,1100,216,0.65, ,0.00, ,908, ,2.2, ,25.6, ,66, ,18.7, ,1.5, ,264, ,22.5, 
152,Camarillo,Central Coast Valleys,8/4/2018,1200,216,0.70, ,0.00, ,974, ,2.2, ,25.8, ,67, ,19.2, ,1.3, ,244, ,23.5, 
152,Camarillo,Central Coast Valleys,8/4/2018,1300,216,0.68, ,0.00, ,949, ,2.3, ,25.8, ,68, ,19.4, ,1.2, ,263, ,24.5, 
152,Camarillo,Central Coast Valleys,8/4/2018,1400,216,0.65, ,0.00, ,885, ,2.3, ,25.0, ,71, ,19.5, ,2.4, ,250, ,25.5, 
152,Camarillo,Central Coast Valleys,8/4/2018,1500,216,0.57, ,0.00, ,761, ,2.2, ,25.4, ,69, ,19.2, ,2.4, ,249, ,26.5, 
152,Camarillo,Central Coast Valleys,8/4/2018,1600,216,0.44, ,0.00, ,620, ,2.2, ,26.3, ,64, ,18.9, ,0.8, ,234, ,27.2, 
152,Camarillo,Central Coast Valleys,8/4/2018,1700,216,0.23, ,0.00, ,333, ,2.1, ,26.2, ,61, ,17.9, ,0.5, ,240, ,27.7, 
152,Camarillo,Central Coast Valleys,8/4/2018,1800,216,0.14, ,0.00, ,210, ,2.1, ,25.6, ,63, ,18.1, ,0.5, ,267, ,27.7, 
152,Camarillo,Central Coast Valleys,8/4/2018,1900,216,0.04, ,0.00, ,46, ,2.1, ,23.7, ,72, ,18.3, ,1.3, ,247, ,27.4, 
152,Camarillo,Central Coast Valleys,8/4/2018,2000,216,0.00, ,0.00, ,0, ,2.1, ,21.8, ,79, ,18.1, ,1.5, ,230, ,26.7, 
152,Camarillo,Central Coast Valleys,8/4/2018,2100,216,0.00, ,0.00, ,0, ,2.0, ,20.3, ,83, ,17.3, ,0.9, ,208, ,25.8, 
152,Camarillo,Central Coast Valleys,8/4/2018,2200,216,0.00, ,0.00, ,0, ,2.0, ,19.2, ,88, ,17.3, ,0.6, ,66, ,25.1, 
152,Camarillo,Central Coast Valleys,8/4/2018,2300,216,0.00, ,0.00, ,0, ,1.9, ,18.6, ,91, ,17.1, ,0.6, ,195, ,24.4, 
152,Camarillo,Central Coast Valleys,8/4/2018,2400,216,0.00, ,0.00, ,0, ,1.9, ,18.1, ,92, ,16.8, ,0.5, ,142, ,23.8, 
152,Camarillo,Central Coast Valleys,8/5/2018,0100,217,0.00, ,0.00, ,0, ,1.8, ,17.1, ,94, ,16.1, ,0.5, ,177, ,23.2, 
152,Camarillo,Central Coast Valleys,8/5/2018,0200,217,0.00, ,0.00, ,0, ,1.8, ,16.7, ,96, ,16.0, ,0.7, ,69, ,22.7, 
152,Camarillo,Central Coast Valleys,8/5/2018,0300,217,0.00, ,0.00, ,0, ,1.8, ,16.0, ,98, ,15.7, ,0.6, ,111, ,22.3, 
152,Camarillo,Central Coast Valleys,8/5/2018,0400,217,0.00, ,0.00, ,0, ,1.8, ,16.2, ,99, ,16.1, ,0.7, ,103, ,21.9, 
152,Camarillo,Central Coast Valleys,8/5/2018,0500,217,0.00, ,0.00, ,0, ,1.8, ,15.8, ,99, ,15.6, ,0.8, ,83, ,21.5, 
152,Camarillo,Central Coast Valleys,8/5/2018,0600,217,0.00, ,0.00, ,22, ,1.7, ,15.0, ,99, ,14.9, ,0.5, ,127, ,21.2, 
152,Camarillo,Central Coast Valleys,8/5/2018,0700,217,0.06, ,0.00, ,99, ,1.9, ,16.5, ,99, ,16.4, ,0.6, ,151, ,20.9, 
152,Camarillo,Central Coast Valleys,8/5/2018,0800,217,0.09, ,0.00, ,183, ,2.0, ,17.4, ,99, ,17.3, ,1.0, ,228, ,20.9, 
152,Camarillo,Central Coast Valleys,8/5/2018,0900,217,0.23, ,0.00, ,408, ,2.1, ,18.2, ,99, ,18.1, ,1.6, ,265, ,21.1, 
152,Camarillo,Central Coast Valleys,8/5/2018,1000,217,0.50, ,0.00, ,803, ,2.2, ,20.6, ,91, ,19.1, ,1.7, ,234, ,21.6, 
152,Camarillo,Central Coast Valleys,8/5/2018,1100,217,0.65, ,0.00, ,920, ,2.2, ,24.8, ,71, ,19.2, ,1.9, ,251, ,22.5, 
152,Camarillo,Central Coast Valleys,8/5/2018,1200,217,0.72, ,0.00, ,978, ,2.2, ,25.0, ,71, ,19.3, ,3.0, ,254, ,23.3, 
152,Camarillo,Central Coast Valleys,8/5/2018,1300,217,0.70, ,0.00, ,956, ,2.2, ,24.5, ,71, ,19.0, ,3.5, ,251, ,24.0, 
152,Camarillo,Central Coast Valleys,8/5/2018,1400,217,0.67, ,0.00, ,920, ,2.2, ,24.9, ,69, ,18.8, ,2.8, ,272, ,24.8, 
152,Camarillo,Central Coast Valleys,8/5/2018,1500,217,0.57, ,0.00, ,809, ,2.1, ,25.2, ,67, ,18.5, ,1.6, ,244, ,25.6, 
152,Camarillo,Central Coast Valleys,8/5/2018,1600,217,0.45, ,0.00, ,645, ,2.1, ,25.2, ,65, ,18.3, ,1.3, ,238, ,26.3, 
152,Camarillo,Central Coast Valleys,8/5/2018,1700,217,0.22, ,0.00, ,324, ,2.0, ,25.1, ,61, ,17.1, ,0.6, ,263, ,26.8, 
152,Camarillo,Central Coast Valleys,8/5/2018,1800,217,0.14, ,0.00, ,220, ,1.8, ,24.4, ,59, ,16.0, ,0.5, ,267, ,26.9, 
152,Camarillo,Central Coast Valleys,8/5/2018,1900,217,0.03, ,0.00, ,45, ,1.8, ,22.8, ,64, ,15.6, ,0.7, ,235, ,26.6, 
152,Camarillo,Central Coast Valleys,8/5/2018,2000,217,0.00, ,0.00, ,0, ,1.7, ,21.1, ,69, ,15.3, ,0.8, ,229, ,25.9, 
152,Camarillo,Central Coast Valleys,8/5/2018,2100,217,0.00, ,0.00, ,0, ,1.7, ,19.8, ,74, ,15.1, ,0.4, ,115, ,25.1, 
152,Camarillo,Central Coast Valleys,8/5/2018,2200,217,0.00, ,0.00, ,0, ,1.7, ,18.1, ,81, ,14.8, ,0.5, ,132, ,24.3, 
152,Camarillo,Central Coast Valleys,8/5/2018,2300,217,0.00,R,0.00, ,0, ,1.7, ,17.2, ,85, ,14.6, ,0.4,I,94, ,23.7, 
152,Camarillo,Central Coast Valleys,8/5/2018,2400,217,0.00, ,0.00, ,0, ,1.6, ,16.4, ,88, ,14.4, ,0.4, ,134, ,23.0, 
152,Camarillo,Central Coast Valleys,8/6/2018,0100,218,0.00,R,0.00, ,0, ,1.6, ,15.7, ,91, ,14.2, ,0.4,I,82, ,22.5, 
152,Camarillo,Central Coast Valleys,8/6/2018,0200,218,0.00,R,0.00, ,0, ,1.6, ,14.8, ,93, ,13.6, ,0.4,I,118, ,22.0, 
152,Camarillo,Central Coast Valleys,8/6/2018,0300,218,0.00,R,0.00, ,0, ,1.6, ,14.5, ,94, ,13.6, ,0.4,I,95, ,21.5, 
152,Camarillo,Central Coast Valleys,8/6/2018,0400,218,0.00,R,0.00, ,0, ,1.5, ,13.9, ,95, ,13.1, ,0.4,I,112, ,21.1, 
152,Camarillo,Central Coast Valleys,8/6/2018,0500,218,0.00, ,0.00, ,0, ,1.5, ,13.9, ,96, ,13.1, ,0.6, ,83, ,20.7, 
152,Camarillo,Central Coast Valleys,8/6/2018,0600,218,0.00, ,0.00, ,20, ,1.5, ,14.1, ,94, ,13.1, ,0.7, ,97, ,20.3, 
152,Camarillo,Central Coast Valleys,8/6/2018,0700,218,0.05, ,0.00, ,88, ,1.6, ,16.2, ,87, ,14.0, ,0.8, ,128, ,20.0, 
152,Camarillo,Central Coast Valleys,8/6/2018,0800,218,0.26, ,0.00, ,456, ,1.8, ,20.7, ,74, ,15.8, ,0.8, ,264, ,19.9, 
152,Camarillo,Central Coast Valleys,8/6/2018,0900,218,0.44, ,0.00, ,664, ,1.9, ,23.6, ,65, ,16.6, ,1.8, ,233, ,20.3, 
152,Camarillo,Central Coast Valleys,8/6/2018,1000,218,0.59, ,0.00, ,826, ,1.9, ,26.0, ,58, ,17.0, ,1.5, ,228, ,21.2, 
152,Camarillo,Central Coast Valleys,8/6/2018,1100,218,0.66, ,0.00, ,919, ,2.1, ,27.6, ,57, ,18.5, ,0.5, ,241, ,22.3, 
152,Camarillo,Central Coast Valleys,8/6/2018,1200,218,0.73, ,0.00, ,990, ,2.1, ,28.2, ,55, ,18.4, ,0.5, ,249, ,23.3, 
152,Camarillo,Central Coast Valleys,8/6/2018,1300,218,0.73,Y,0.00, ,988, ,2.0, ,29.2,Y,49,Y,17.3,Y,0.5, ,249, ,24.3, 
152,Camarillo,Central Coast Valleys,8/6/2018,1400,218,0.67, ,0.00, ,911, ,1.9, ,29.1, ,48, ,16.8, ,0.5, ,248, ,25.4, 
152,Camarillo,Central Coast Valleys,8/6/2018,1500,218,0.58, ,0.00, ,813, ,1.9, ,29.0, ,46, ,16.3, ,0.4, ,241, ,26.4, 
152,Camarillo,Central Coast Valleys,8/6/2018,1600,218,0.45,R,0.00, ,649, ,1.8, ,29.9,Y,43,Y,16.2,Y,0.4,I,250, ,27.3, 
152,Camarillo,Central Coast Valleys,8/6/2018,1700,218,0.24,R,0.00, ,325, ,1.7, ,30.3,R,40,R,15.2,R,0.4,I,275, ,27.9,Y
152,Camarillo,Central Coast Valleys,8/6/2018,1800,218,0.16,R,0.00, ,218, ,1.9, ,29.4,R,45,R,16.3,R,0.4,I,256, ,28.0,Y
152,Camarillo,Central Coast Valleys,8/6/2018,1900,218,0.05,R,0.00, ,43, ,1.9, ,27.5,R,51,R,16.3,R,0.4,I,226, ,27.7,Y
152,Camarillo,Central Coast Valleys,8/6/2018,2000,218,0.00,R,0.00, ,0, ,1.9, ,24.1,Y,64,Y,16.9,Y,0.4,I,95, ,27.0,Y
152,Camarillo,Central Coast Valleys,8/6/2018,2100,218,0.00,R,0.00, ,0, ,1.9, ,22.1,Y,72,Y,16.8,Y,0.4,I,127, ,26.2, 
152,Camarillo,Central Coast Valleys,8/6/2018,2200,218,0.00,Y,0.00, ,0, ,2.0, ,21.4,Y,79,Y,17.6,Y,0.4, ,182, ,25.4, 
152,Camarillo,Central Coast Valleys,8/6/2018,2300,218,0.00,R,0.00, ,0, ,1.9, ,19.4, ,84, ,16.6, ,0.4,I,144, ,24.7, 
152,Camarillo,Central Coast Valleys,8/6/2018,2400,218,0.00,R,0.00, ,0, ,1.8, ,18.0, ,85, ,15.5, ,0.4,I,96, ,24.1, 
152,Camarillo,Central Coast Valleys,8/7/2018,0100,219,0.00,R,0.00, ,0, ,1.7, ,17.1, ,88, ,15.2, ,0.4,I,102, ,23.5, 
152,Camarillo,Central Coast Valleys,8/7/2018,0200,219,0.00, ,0.00, ,0, ,1.7, ,16.5, ,91, ,14.9, ,0.4, ,103, ,22.9, 
152,Camarillo,Central Coast Valleys,8/7/2018,0300,219,0.00, ,0.00, ,0, ,1.7, ,14.9, ,98, ,14.5, ,0.5, ,74, ,22.4, 
152,Camarillo,Central Coast Valleys,8/7/2018,0400,219,0.00, ,0.00, ,0, ,1.6, ,14.5, ,97, ,14.0, ,0.7, ,87, ,21.9, 
152,Camarillo,Central Coast Valleys,8/7/2018,0500,219,0.00, ,0.00, ,0, ,1.6, ,14.1, ,97, ,13.6, ,0.6, ,66, ,21.4, 
152,Camarillo,Central Coast Valleys,8/7/2018,0600,219,0.01, ,0.00, ,23, ,1.5, ,14.4, ,94, ,13.4, ,1.2, ,68, ,21.0, 
152,Camarillo,Central Coast Valleys,8/7/2018,0700,219,0.06, ,0.00, ,94, ,1.6, ,16.5, ,84, ,13.8, ,1.2, ,77, ,20.6, 
152,Camarillo,Central Coast Valleys,8/7/2018,0800,219,0.28, ,0.00, ,435, ,1.6, ,21.8, ,61, ,14.1, ,1.0, ,100, ,20.4, 
152,Camarillo,Central Coast Valleys,8/7/2018,0900,219,0.44,Y,0.00, ,637, ,1.8, ,25.8,Y,55,Y,16.1,Y,1.5, ,257, ,20.7, 
152,Camarillo,Central Coast Valleys,8/7/2018,1000,219,0.56,Y,0.00, ,795, ,1.8, ,28.0,Y,49,Y,16.2,Y,0.5, ,246, ,21.5, 
152,Camarillo,Central Coast Valleys,8/7/2018,1100,219,0.67,Y,0.00, ,911, ,2.1, ,29.1,Y,53,Y,18.6,Y,0.5, ,256, ,22.5, 
152,Camarillo,Central Coast Valleys,8/7/2018,1200,219,0.72, ,0.00, ,974, ,2.2, ,29.2, ,54, ,19.0, ,0.5, ,248, ,23.3, 
152,Camarillo,Central Coast Valleys,8/7/2018,1300,219,0.71,Y,0.00, ,962, ,2.2, ,29.3,Y,55,Y,19.4,Y,0.5, ,255, ,24.2, 
152,Camarillo,Central Coast Valleys,8/7/2018,1400,219,0.68, ,0.00, ,914, ,2.3, ,28.7, ,58, ,19.7, ,1.4, ,300, ,25.1, 
152,Camarillo,Central Coast Valleys,8/7/2018,1500,219,0.59, ,0.00, ,803, ,2.2, ,29.0, ,54, ,18.7, ,1.1, ,232, ,25.9, 
152,Camarillo,Central Coast Valleys,8/7/2018,1600,219,0.48,Y,0.00, ,642, ,2.1, ,30.2,Y,49,Y,18.3,Y,1.1, ,233, ,26.8, 
152,Camarillo,Central Coast Valleys,8/7/2018,1700,219,0.25,R,0.00, ,332, ,1.8, ,30.1,R,42,R,15.9,R,0.6, ,255, ,27.4, 
152,Camarillo,Central Coast Valleys,8/7/2018,1800,219,0.15,R,0.00, ,201, ,1.9, ,28.7,R,49,R,17.0,R,0.6, ,256, ,27.5, 
152,Camarillo,Central Coast Valleys,8/7/2018,1900,219,0.04,Y,0.00, ,41, ,2.0, ,26.3,Y,57,Y,17.1,Y,0.5, ,246, ,27.2, 
152,Camarillo,Central Coast Valleys,8/7/2018,2000,219,0.00,Y,0.00, ,0, ,1.9, ,23.3,Y,65,Y,16.5,Y,0.5, ,219, ,26.5, 
152,Camarillo,Central Coast Valleys,8/7/2018,2100,219,0.00,R,0.00, ,0, ,1.9, ,21.3,Y,75,Y,16.6,Y,0.4,I,103, ,25.7, 
152,Camarillo,Central Coast Valleys,8/7/2018,2200,219,0.00,R,0.00, ,0, ,1.9, ,19.7, ,82, ,16.5, ,0.4,I,152, ,24.9, 
152,Camarillo,Central Coast Valleys,8/7/2018,2300,219,0.00,R,0.00, ,0, ,1.8, ,18.6, ,85, ,16.0, ,0.4,I,93, ,24.2, 
152,Camarillo,Central Coast Valleys,8/7/2018,2400,219,0.00, ,0.00, ,0, ,1.8, ,17.7, ,87, ,15.5, ,0.4, ,130, ,23.5, 
152,Camarillo,Central Coast Valleys,8/8/2018,0100,220,0.00, ,0.00, ,0, ,1.7, ,17.3, ,88, ,15.3, ,0.5, ,70, ,23.0, 
152,Camarillo,Central Coast Valleys,8/8/2018,0200,220,0.00, ,0.00, ,0, ,1.7, ,16.8, ,89, ,14.9, ,0.5, ,94, ,22.5, 
152,Camarillo,Central Coast Valleys,8/8/2018,0300,220,0.00, ,0.00, ,0, ,1.7, ,15.3, ,98, ,15.0, ,0.5, ,103, ,22.0, 
152,Camarillo,Central Coast Valleys,8/8/2018,0400,220,0.00, ,0.00, ,0, ,1.6, ,14.5, ,99, ,14.4, ,0.5, ,90, ,21.6, 
152,Camarillo,Central Coast Valleys,8/8/2018,0500,220,0.00, ,0.00, ,0, ,1.6, ,14.3, ,99, ,14.2, ,0.7, ,74, ,21.1, 
152,Camarillo,Central Coast Valleys,8/8/2018,0600,220,0.00, ,0.00, ,22, ,1.6, ,14.1, ,99, ,14.0, ,0.6, ,116, ,20.7, 
152,Camarillo,Central Coast Valleys,8/8/2018,0700,220,0.07, ,0.00, ,95, ,1.8, ,18.6, ,82, ,15.6, ,1.3, ,71, ,20.3, 
152,Camarillo,Central Coast Valleys,8/8/2018,0800,220,0.29,R,0.00, ,454, ,1.8, ,25.3,R,55,R,15.6,R,1.1, ,72, ,20.2, 
152,Camarillo,Central Coast Valleys,8/8/2018,0900,220,0.46,R,0.00, ,655, ,1.5, ,29.5,R,36,R,12.7,R,0.8, ,65, ,20.6, 
152,Camarillo,Central Coast Valleys,8/8/2018,1000,220,0.61,R,0.00, ,821, ,1.4, ,32.2,R,29,R,11.9,R,0.4,I,85, ,21.6, 
152,Camarillo,Central Coast Valleys,8/8/2018,1100,220,0.69,R,0.00, ,913, ,1.9, ,32.3,R,40,R,16.8,R,0.5, ,260, ,22.7, 
152,Camarillo,Central Coast Valleys,8/8/2018,1200,220,0.74,Y,0.00, ,964, ,2.2, ,31.4,Y,47,Y,18.9,Y,0.9, ,289, ,23.6, 
152,Camarillo,Central Coast Valleys,8/8/2018,1300,220,0.76,Y,0.00, ,969, ,2.3, ,30.7,Y,51,Y,19.5,Y,1.6, ,299, ,24.5, 
152,Camarillo,Central Coast Valleys,8/8/2018,1400,220,0.68, ,0.00, ,911, ,2.4, ,29.3, ,58, ,20.3, ,1.0, ,242, ,25.2, 
152,Camarillo,Central Coast Valleys,8/8/2018,1500,220,0.58, ,0.00, ,798, ,2.3, ,28.2, ,60, ,19.8, ,1.3, ,251, ,26.0, 
152,Camarillo,Central Coast Valleys,8/8/2018,1600,220,0.45, ,0.00, ,616, ,2.2, ,27.4, ,60, ,19.0, ,1.2, ,252, ,26.7, 
152,Camarillo,Central Coast Valleys,8/8/2018,1700,220,0.24, ,0.00, ,329, ,2.3, ,26.0, ,67, ,19.5, ,1.7, ,237, ,27.2, 
152,Camarillo,Central Coast Valleys,8/8/2018,1800,220,0.16, ,0.00, ,215, ,2.2, ,25.7, ,67, ,19.0, ,1.4, ,241, ,27.1, 
152,Camarillo,Central Coast Valleys,8/8/2018,1900,220,0.03,Y,0.00, ,41, ,2.1, ,25.1,Y,67,Y,18.6,Y,0.8, ,239, ,26.8, 
