date,block,tunnel,trt,cane,n_lesions,lesion_length_1,lesion_length_2,lesion_length_3,lesion_length_4,lesion_length_5,status,notes
2018-04-11,4,3-row,control,1,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-02-13,4,3-row,control,2,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-03-13,4,3-row,control,2,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-04-11,4,3-row,control,2,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-02-13,4,3-row,control,3,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-03-13,4,3-row,control,3,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-04-11,4,3-row,control,3,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-02-13,4,3-row,control,4,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-03-13,4,3-row,control,4,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-04-11,4,3-row,control,4,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-02-13,4,3-row,control,5,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-03-13,4,3-row,control,5,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-04-11,4,3-row,control,5,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-02-13,4,3-row,control,6,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-03-13,4,3-row,control,6,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-04-11,4,3-row,control,6,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-02-13,4,3-row,control,7,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-03-13,4,3-row,control,7,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-04-11,4,3-row,control,7,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-02-13,4,3-row,control,8,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-03-13,4,3-row,control,8,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-04-11,4,3-row,control,8,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-02-13,4,3-row,control,9,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-03-13,4,3-row,control,9,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-04-11,4,3-row,control,9,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-02-13,4,3-row,control,10,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-03-13,4,3-row,control,10,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-04-11,4,3-row,control,10,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-02-13,5,3-row,control,1,1,3,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,control,1,1,3,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,control,1,1,5.75,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,control,2,2,3.125,1.125,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,control,2,2,3.5,1.75,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,control,2,2,9,2,no lesion,no lesion,no lesion,merged with ground lesion,lesions 1 merged with the ground lesion
2018-02-13,5,3-row,control,3,1,2.25,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,control,3,1,1.375,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,control,3,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,control,4,1,1.125,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,control,4,1,1.25,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,control,4,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,control,5,1,3.75,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,control,5,1,4,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,control,5,1,11,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,5,3-row,control,6,1,0.125,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,control,6,1,0.125,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged into the bottom growth lesion
2018-04-11,5,3-row,control,6,1,40.5,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,5,3-row,control,7,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,3-row,control,7,1,11,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,control,7,1,33,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,5,3-row,control,8,0,lesion later,lesion later,lesion later,no lesion,no lesion,no data now yes later,
2018-03-13,5,3-row,control,8,3,1.625,2.25,4.5,no lesion,no lesion,,longest one looks like  lesions merged
2018-04-11,5,3-row,control,8,3,17,merged,merged,no lesion,no lesion,n_lesions revised to previous,all 3 previous separate lesion merged
2018-02-13,5,3-row,control,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,3-row,control,9,1,2.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,control,9,.,.,no lesion,no lesion,no lesion,no lesion,tag missing,cant find tag
2018-02-13,5,3-row,control,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,3-row,control,10,1,3.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,control,10,1,25.5,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,1,3-row,manual,1,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,manual,1,1,1.0625,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,manual,1,1,2.25,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,3-row,manual,2,1,1.875,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,manual,2,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,manual,2,1,2.0625,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,3-row,manual,3,1,6.125,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,manual,3,1,6.25,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,manual,3,1,5.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,3-row,manual,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,1,3-row,manual,4,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,manual,4,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,3-row,manual,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,1,3-row,manual,5,1,0.125,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,manual,5,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,3-row,manual,6,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,manual,6,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,manual,6,1,7,no lesion,no lesion,no lesion,no lesion,,two lesions merged
2018-02-13,1,3-row,manual,7,1,0.40625,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,manual,7,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,manual,7,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,3-row,manual,8,1,1.25,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,manual,8,1,1.375,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,manual,8,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,3-row,manual,9,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,manual,9,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,manual,9,1,0.375,no lesion,no lesion,no lesion,no lesion,,the lesion is surrounded by newer younger lesion
2018-02-13,1,3-row,manual,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,1,3-row,manual,10,1,2.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,manual,10,1,2.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,3-row,manual,1,2,0.5,0.75,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,manual,1,2,0.25,0.75,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,manual,1,2,29.25,merged,no lesion,no lesion,no lesion,merged with ground lesion n_lesions revised to prev,Had 2 lesions that merged and then merged with the ground lesion
2018-02-13,2,3-row,manual,2,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,manual,2,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,manual,2,1,1.125,no lesion,no lesion,no lesion,no lesion,,"lesion is surrounded by newer, lighter, longer lesions"
2018-02-13,2,3-row,manual,3,2,0.3125,0.4375,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,manual,3,2,0.75,0.5,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,manual,3,2,0.25,0.75,no lesion,no lesion,no lesion,,
2018-02-13,2,3-row,manual,4,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,manual,4,1,0.625,no lesion,no lesion,no lesion,no lesion,,sporulating
2018-04-11,2,3-row,manual,4,1,1.25,no lesion,no lesion,no lesion,no lesion,,surrounded by newer young lesions
2018-02-13,2,3-row,manual,5,1,2.625,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,manual,5,1,2.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,manual,5,1,3.375,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,3-row,manual,6,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,manual,6,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,manual,6,1,0.5625,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,3-row,manual,7,1,0.4375,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,manual,7,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,manual,7,1,0.4375,no lesion,no lesion,no lesion,no lesion,,lesion has cracked
2018-02-13,2,3-row,manual,8,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,manual,8,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,manual,8,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,3-row,manual,9,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,manual,9,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,manual,9,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,3-row,manual,10,1,0.625,lesion later,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,manual,10,2,0.75,1.75,no lesion,no lesion,no lesion,,longer one is broken at the petiole and sporulating
2018-04-11,2,3-row,manual,10,2,16,4.5,no lesion,no lesion,no lesion,merged with ground lesion,The longer lesion merged with the ground lesion
2018-02-13,3,3-row,manual,1,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,3,3-row,manual,1,1,1.125,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,3-row,manual,1,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,3-row,manual,2,2,1.25,4.875,no lesion,no lesion,no lesion,above twine,between 2nd and 3rd twine
2018-03-13,3,3-row,manual,2,2,2.125,0.5,no lesion,no lesion,no lesion,above twine,
2018-04-11,3,3-row,manual,2,2,2.25,0.75,no lesion,no lesion,no lesion,above twine,
2018-02-13,3,3-row,manual,3,1,4.25,no lesion,no lesion,no lesion,no lesion,above twine,between 2nd and 3rd twine
2018-03-13,3,3-row,manual,3,1,6,no lesion,no lesion,no lesion,no lesion,above twine,between twine 2 and 3
2018-04-11,3,3-row,manual,3,1,7.5,no lesion,no lesion,no lesion,no lesion,above twine,betweem twine 1 and 2
2018-02-13,3,3-row,manual,4,1,0.75,no lesion,no lesion,no lesion,no lesion,above twine,between 1st and 2nd twine
2018-03-13,3,3-row,manual,4,1,0.75,no lesion,no lesion,no lesion,no lesion,above twine,
2018-04-11,3,3-row,manual,4,1,4.5,no lesion,no lesion,no lesion,no lesion,above twine,
2018-02-13,3,3-row,manual,5,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,3,3-row,manual,5,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,3-row,manual,5,1,4.875,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,3-row,manual,6,2,2.625,1,no lesion,no lesion,no lesion,,
2018-03-13,3,3-row,manual,6,2,3,1.125,no lesion,no lesion,no lesion,,longer lesion is sporulating
2018-04-11,3,3-row,manual,6,2,5,1.25,no lesion,no lesion,no lesion,merged with ground lesion,longer lesion merged with the ground lesion
2018-02-13,3,3-row,manual,7,1,5.75,no lesion,no lesion,no lesion,no lesion,above twine,between 1st and 2nd twine
2018-03-13,3,3-row,manual,7,1,6,no lesion,no lesion,no lesion,no lesion,above twine,sporulating on lesion and between twine 1 and 2
2018-04-11,3,3-row,manual,7,1,6,no lesion,no lesion,no lesion,no lesion,above twine,
2018-02-13,3,3-row,manual,8,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,3,3-row,manual,8,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,3-row,manual,8,1,9,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,3-row,manual,9,3,1.5,0.625,1.125,no lesion,no lesion,,
2018-03-13,3,3-row,manual,9,3,1.375,0.5,1.125,no lesion,no lesion,,
2018-04-11,3,3-row,manual,9,3,12,0.625,merged,no lesion,no lesion,n_lesions revised to previous,"Used to be 3 lesions, lesion1 and 2 merged and now it is 1 long lesion (12)"
2018-02-13,3,3-row,manual,10,1,3.25,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,3,3-row,manual,10,1,3.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,3-row,manual,10,.,.,no lesion,no lesion,no lesion,no lesion,tag missing,cant find the tag
2018-02-13,4,3-row,manual,1,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,4,3-row,manual,1,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,3-row,manual,1,1,1,no lesion,no lesion,no lesion,no lesion,,will merge with the ground soon
2018-02-13,4,3-row,manual,2,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,4,3-row,manual,2,1,3,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,3-row,manual,2,1,3.5,no lesion,no lesion,no lesion,no lesion,,will merge with the ground soon
2018-02-13,4,3-row,manual,3,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,4,3-row,manual,3,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,4,3-row,manual,3,1,3.125,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,3-row,manual,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,4,3-row,manual,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,4,3-row,manual,4,1,4.375,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,3-row,manual,5,0,lesion later,lesion later,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,4,3-row,manual,5,0,lesion later,lesion later,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,4,3-row,manual,5,2,2.75,1,no lesion,no lesion,no lesion,,lesions will merge together
2018-02-13,4,3-row,manual,6,1,9,no lesion,no lesion,no lesion,no lesion,above twine,between 1st and 2nd twine
2018-03-13,4,3-row,manual,6,1,14,no lesion,no lesion,no lesion,no lesion,above twine,sporulating
2018-04-11,4,3-row,manual,6,1,18,no lesion,no lesion,no lesion,no lesion,above twine,"sporulating but suspected Aspergillus not botrytis sporulation, colonies look green"
2018-02-13,4,3-row,manual,7,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now above twine later,
2018-03-13,4,3-row,manual,7,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now above twine later,
2018-04-11,4,3-row,manual,7,1,3.875,no lesion,no lesion,no lesion,no lesion,above twine,between twine 1 and 2
2018-02-13,4,3-row,manual,8,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now above twine later,
2018-03-13,4,3-row,manual,8,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now above twine later,
2018-04-11,4,3-row,manual,8,1,2.75,no lesion,no lesion,no lesion,no lesion,above twine,between twine 2 and 3
2018-02-13,4,3-row,manual,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,4,3-row,manual,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,4,3-row,manual,9,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,3-row,manual,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now above twine later,
2018-03-13,4,3-row,manual,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now above twine later,
2018-04-11,4,3-row,manual,10,1,5.5,no lesion,no lesion,no lesion,no lesion,above twine,between twine 1 and 2
2018-02-13,5,3-row,manual,1,2,2,1.25,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,manual,1,2,1.75,2,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,manual,1,2,1.75,2,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,manual,2,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,manual,2,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,manual,2,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,manual,3,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,manual,3,1,1.75,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,manual,3,1,1.75,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,manual,4,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,manual,4,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,manual,4,1,2.25,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,manual,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,3-row,manual,5,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,manual,5,1,12.25,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,5,3-row,manual,6,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,manual,6,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,manual,6,1,33,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,5,3-row,manual,7,2,0.5,0.875,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,manual,7,2,0.5,1,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,manual,7,2,18.25,merged,no lesion,no lesion,no lesion,merged with ground lesion n_lesions revised to prev,merged with the ground lesion
2018-02-13,5,3-row,manual,8,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,manual,8,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,manual,8,1,2.625,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,manual,9,1,3.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,manual,9,1,4,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,manual,9,1,39,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,5,3-row,manual,10,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,manual,10,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,manual,10,1,31,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,1,3-row,twine,1,1,1.125,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,twine,1,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,twine,1,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,3-row,twine,2,2,2,2.25,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,twine,2,2,1.5,2.25,no lesion,no lesion,no lesion,,data missing on sheet; added value from last date manually during analysis
2018-04-11,1,3-row,twine,2,2,2.75,2.125,no lesion,no lesion,no lesion,,
2018-02-13,1,3-row,twine,3,1,1.375,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,twine,3,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,twine,3,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,3-row,twine,4,1,2.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,twine,4,1,2.9375,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,twine,4,1,6.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,3-row,twine,5,1,1.125,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,twine,5,1,1.125,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,twine,5,1,1.25,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,3-row,twine,6,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,twine,6,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,twine,6,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,3-row,twine,7,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,twine,7,1,2.125,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,twine,7,1,2.25,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,3-row,twine,8,1,3.125,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,twine,8,1,3.25,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,twine,8,1,3.625,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,3-row,twine,9,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,twine,9,1,3,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,twine,9,1,5,no lesion,no lesion,no lesion,no lesion,,merged with new young lesion
2018-02-13,1,3-row,twine,10,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,twine,10,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,twine,10,1,2.5,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,lesion merged with the ground lesion
2018-02-13,2,3-row,twine,1,1,1.125,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,twine,1,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,twine,1,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,3-row,twine,2,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,twine,2,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,twine,2,1,21.5,no lesion,no lesion,no lesion,no lesion,,newer lesion covering the original lesion and extending the lesion
2018-02-13,2,3-row,twine,3,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,2,3-row,twine,3,1,7.875,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,twine,3,1,8,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,3-row,twine,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,2,3-row,twine,4,1,4.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,twine,4,1,4.875,no lesion,no lesion,no lesion,no lesion,,cracked cane
2018-02-13,2,3-row,twine,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,2,3-row,twine,5,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,twine,5,1,2.75,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,3-row,twine,6,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,twine,6,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,twine,6,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,3-row,twine,7,1,1.125,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,twine,7,1,1.25,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,twine,7,1,1.375,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,3-row,twine,8,1,3.5,no lesion,no lesion,no lesion,no lesion,cane broken no data,dead from the top and sporulating
2018-03-13,2,3-row,twine,8,1,31,no lesion,no lesion,no lesion,no lesion,cane broken no data,"2 lesions merged, cane was broken and sporulating"
2018-04-11,2,3-row,twine,8,1,38,no lesion,no lesion,no lesion,no lesion,cane broken no data,"broken cane and lesion extends long because of the damage, and Aspergillus is growing on the lesion"
2018-02-13,2,3-row,twine,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,2,3-row,twine,9,1,5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,twine,9,1,14,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,lesion merged with the ground lesion
2018-02-13,2,3-row,twine,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now above twine later,
2018-03-13,2,3-row,twine,10,1,4.5,no lesion,no lesion,no lesion,no lesion,above twine,between twine 1 and 2 and sporulating
2018-04-11,2,3-row,twine,10,.,.,no lesion,no lesion,no lesion,no lesion,above twine tag missing,cant find the tag
2018-02-13,3,3-row,twine,1,1,1.125,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,3,3-row,twine,1,1,1.125,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,3-row,twine,1,1,1.25,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,3-row,twine,2,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,3,3-row,twine,2,1,1.125,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,3-row,twine,2,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,3-row,twine,3,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,3-row,twine,3,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,3-row,twine,3,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,3-row,twine,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,3-row,twine,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,3,3-row,twine,4,1,3.125,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,3-row,twine,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
